business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen,Predicted_date
U001,0200762301,C&S WH trust,,2020.0,1930685936.0,2020-03-24,2020-03-22,2020-03-24,2020-04-08,USD,RV,1.0,70093.27,2020-03-24,NAC6,1930685936.0,1,2020-04-09
U001,0200762301,C&S WH llc,,2020.0,1930844872.0,2020-04-30,2020-05-01,2020-04-30,2020-05-15,USD,RV,1.0,3677.38,2020-04-30,NAC6,1930844872.0,1,2020-05-16
U001,0200754142,TRIP ,,2020.0,1930642796.0,2020-03-13,2020-03-12,2020-03-13,2020-03-28,USD,RV,1.0,341.69,2020-03-13,NAA8,1930642796.0,1,2020-03-29
U001,0200230690,DECA in,,2020.0,1930599809.0,2020-03-04,2020-03-04,2020-03-04,2020-03-24,USD,RV,1.0,531.14,2020-03-01,NAM4,1930599809.0,1,2020-03-22
U001,0100031704,DELHAIZE llc,,2020.0,1930789183.0,2020-04-17,2020-04-15,2020-04-17,2020-05-02,USD,RV,1.0,20646.01,2020-04-17,NAA8,1930789183.0,1,2020-05-03
U001,0200750051,ALBER corp,,2020.0,1930778610.0,2020-04-12,2020-04-11,2020-04-12,2020-04-27,USD,RV,1.0,100204.76,2020-04-12,NAA8,1930778610.0,1,2020-04-28
U001,0200769623,WAL-MAR systems,,2020.0,1930710221.0,2020-03-27,2020-03-27,2020-03-27,2020-04-11,USD,RV,1.0,42956.33,2020-03-27,NAH4,1930710221.0,1,2020-04-09
CA02,0140106408,WAL-M corp,,2020.0,2960618384.0,2020-03-06,2020-03-06,2020-03-06,2020-03-17,CAD,RV,1.0,44981.63,2020-03-07,CA10,2960618384.0,1,2020-03-28
U001,0200743123,KROGER llc,,2020.0,1930838527.0,2020-04-30,2020-04-29,2020-04-30,2020-05-15,USD,RV,1.0,79534.66,2020-04-30,NAA8,1930838527.0,1,2020-05-16
U001,0200769623,WAL-MAR ,,2020.0,1930611715.0,2020-03-09,2020-03-06,2020-03-09,2020-03-24,USD,RV,1.0,2054.14,2020-03-09,NAH4,1930611715.0,1,2020-03-22
U001,0100004744,J & J systems,,2020.0,1930658243.0,2020-03-17,2020-03-17,2020-03-17,2020-04-06,USD,RV,1.0,11942.4,2020-03-17,NAD1,1930658243.0,1,2020-04-07
U001,0200704045,RA us,,2020.0,1930777461.0,2020-04-11,2020-04-11,2020-04-11,2020-04-26,USD,RV,1.0,56415.14,2020-04-11,NAA8,1930777461.0,1,2020-04-27
U001,0200711029,WEGMAN trust,,2020.0,1930753425.0,2020-04-09,2020-04-06,2020-04-09,2020-04-24,USD,RV,1.0,15829.12,2020-04-09,NAA8,1930753425.0,1,2020-04-25
U001,0200773364,U R M  foundation,,2020.0,1930814774.0,2020-04-24,2020-04-23,2020-04-24,2020-05-09,USD,RV,1.0,18041.6,2020-04-24,NAA8,1930814774.0,1,2020-05-10
U001,0200769623,WAL-MAR ,,2020.0,1930717406.0,2020-03-29,2020-03-28,2020-03-29,2020-04-13,USD,RV,1.0,21746.98,2020-03-29,NAH4,1930717406.0,1,2020-04-11
U001,0200744019,TARG co,,2020.0,1930823521.0,2020-04-25,2020-04-24,2020-04-25,2020-05-10,USD,RV,1.0,4851.66,2020-04-25,NAA8,1930823521.0,1,2020-05-11
U001,0200769623,WAL-MAR foundation,,2020.0,1930832228.0,2020-04-28,2020-04-28,2020-04-28,2020-05-13,USD,RV,1.0,17153.65,2020-04-28,NAH4,1930832228.0,1,2020-05-11
U001,0200783190,PIT corp,,2020.0,1930594223.0,2020-03-03,2020-03-03,2020-03-03,2020-03-18,USD,RV,1.0,29.9,2020-03-03,NAX2,1930594223.0,1,2020-06-16
U001,0100043892,IN-N associates,,2020.0,1930645318.0,2020-03-12,2020-03-12,2020-03-12,2020-03-27,USD,RV,1.0,15414.69,2020-03-12,NAA8,1930645318.0,1,2020-03-28
U001,0200696090,UNITE llc,,2020.0,1930666970.0,2020-03-24,2020-03-18,2020-03-24,2020-04-08,USD,RV,1.0,4470.69,2020-03-24,NAA8,1930666970.0,1,2020-04-09
U001,0200769623,WAL-MAR co,,2020.0,1930729407.0,2020-04-01,2020-04-01,2020-04-01,2020-04-16,USD,RV,1.0,13893.57,2020-04-01,NAH4,1930729407.0,1,2020-04-14
U001,0200747369,SCHNU foundation,,2020.0,1930636772.0,2020-03-12,2020-03-11,2020-03-12,2020-03-27,USD,RV,1.0,120103.78,2020-03-12,NAA8,1930636772.0,1,2020-03-28
CA02,0140106293,ATLANT corp,,2020.0,2960630058.0,2020-04-22,2020-04-22,2020-04-22,2020-05-11,CAD,RV,1.0,64.55,2020-05-01,CA10,2960630058.0,1,2020-05-22
U001,0200974851,RESTA ,,2020.0,1930578929.0,2020-02-27,2020-02-27,2020-02-27,2020-03-13,USD,RV,1.0,175.19,2020-02-27,NAA8,1930578929.0,1,2020-03-14
CA02,140106408,WAL-M corporation,,2020.0,2960628761.0,2020-04-17,2020-04-17,2020-04-17,2020-04-28,CAD,RV,1.0,6213.26,2020-04-18,CA10,2960628761.0,1,2020-05-09
U001,0100031704,DELHAIZE corp,,2020.0,1930831807.0,2020-04-29,2020-04-28,2020-04-29,2020-05-14,USD,RV,1.0,29751.48,2020-04-29,NAA8,1930831807.0,1,2020-05-15
U001,0200762301,C&S WH corp,,2020.0,1930801075.0,2020-04-18,2020-04-19,2020-04-18,2020-05-03,USD,RV,1.0,18668.02,2020-04-18,NAC6,1930801075.0,1,2020-05-04
U001,0200936373,SUPE llc,,2020.0,1930798284.0,2020-04-20,2020-04-17,2020-04-20,2020-05-05,USD,RV,1.0,8011.12,2020-04-20,NAA8,1930798284.0,1,2020-05-06
U001,0200769623,WAL-MAR ,,2020.0,1930570266.0,2020-02-28,2020-02-26,2020-02-28,2020-03-14,USD,RV,1.0,725.85,2020-02-28,NAH4,1930570266.0,1,2020-03-12
U001,0200794332,COST corporation,,2020.0,1930717091.0,2020-03-30,2020-03-29,2020-03-30,2020-04-14,USD,RV,1.0,37077.99,2020-03-30,NAAX,1930717091.0,1,2020-04-15
U001,0200739534,OK corporation,,2020.0,1930658157.0,2020-03-16,2020-03-16,2020-03-16,2020-03-31,USD,RV,1.0,85432.53,2020-03-16,NAA8,1930658157.0,1,2020-04-01
U001,0200763814,SYSCO F corporation,,2020.0,1930831101.0,2020-04-27,2020-04-27,2020-04-27,2020-05-12,USD,RV,1.0,13232.87,2020-04-27,NAA8,1930831101.0,1,2020-05-13
U001,0200769623,WAL-MAR foundation,,2020.0,1930624061.0,2020-03-11,2020-03-09,2020-03-11,2020-03-26,USD,RV,1.0,57656.25,2020-03-11,NAH4,1930624061.0,1,2020-03-24
U001,0200769623,WAL-MAR associates,,2020.0,1930746924.0,2020-04-05,2020-04-04,2020-04-05,2020-04-20,USD,RV,1.0,14737.44,2020-04-05,NAH4,1930746924.0,1,2020-04-18
U001,0200726979,BJ'S  co,,2020.0,1930623501.0,2020-03-09,2020-03-08,2020-03-09,2020-03-24,USD,RV,1.0,855.37,2020-03-09,NAA8,1930623501.0,1,2020-03-25
U001,0200726979,BJ'S  systems,,2020.0,1930795592.0,2020-04-17,2020-04-16,2020-04-17,2020-05-02,USD,RV,1.0,474.42,2020-04-17,NAA8,1930795592.0,1,2020-05-03
U001,0200759082,INGL trust,,2020.0,1930592594.0,2020-03-03,2020-03-03,2020-03-03,2020-03-18,USD,RV,1.0,46527.74,2020-03-03,NAA8,1930592594.0,1,2020-03-19
U001,0200705742,DOT trust,,2020.0,1930669456.0,2020-03-19,2020-03-19,2020-03-19,2020-04-08,USD,RV,1.0,26916.84,2020-03-19,NAD1,1930669456.0,1,2020-04-09
U001,0200806580,BE co,,2020.0,1930886449.0,2020-05-12,2020-05-11,2020-05-12,2020-05-27,USD,RV,1.0,34488.0,2020-05-12,NAA8,1930886449.0,1,2020-05-28
U001,0200761734,H E BUT llc,,2020.0,1930670114.0,2020-03-19,2020-03-18,2020-03-19,2020-04-03,USD,RV,1.0,12697.3,2020-03-19,NAA8,1930670114.0,1,2020-04-04
CA02,0140104229,A & W F in,,2020.0,2960630275.0,2020-04-24,2020-04-24,2020-04-24,2020-05-06,CAD,RV,1.0,6834.0,2020-04-26,CA10,2960630275.0,1,2020-05-10
U001,100001222,REST us,,2020.0,1930842923.0,2020-05-05,2020-05-04,2020-05-05,2020-05-20,USD,RV,1.0,5470.19,2020-05-05,NAA8,1930842923.0,1,2020-06-04
U001,0200772670,ASSOCIAT corp,,2020.0,1930760436.0,2020-04-07,2020-04-07,2020-04-07,2020-04-22,USD,RV,1.0,1013.76,2020-04-07,NAU5,1930760436.0,1,2020-04-20
U001,0200708411,SHAM llc,,2020.0,1930610400.0,2020-03-11,2020-03-05,2020-03-11,2020-03-31,USD,RV,1.0,9657.81,2020-03-11,NAD1,1930610400.0,1,2020-04-01
U001,0200772670,ASSOCIAT corp,,2020.0,1930725302.0,2020-03-31,2020-03-31,2020-03-31,2020-04-15,USD,RV,1.0,622.35,2020-03-31,NAU5,1930725302.0,1,2020-04-13
U001,0200794332,COST in,,2020.0,1930577343.0,2020-02-27,2020-02-27,2020-02-27,2020-03-13,USD,RV,1.0,32715.47,2020-02-27,NAAX,1930577343.0,1,2020-03-14
U001,0200755701,ASSOCI corp,,2020.0,1930670886.0,2020-03-19,2020-03-19,2020-03-19,2020-04-03,USD,RV,1.0,115243.16,2020-03-19,NAA8,1930670886.0,1,2020-04-04
U001,0200769623,WAL-MAR us,,2020.0,1930739240.0,2020-04-04,2020-04-03,2020-04-04,2020-04-19,USD,RV,1.0,16083.7,2020-04-04,NAH4,1930739240.0,1,2020-04-17
U001,0200759878,SA systems,,2020.0,1930796642.0,2020-04-18,2020-04-16,2020-04-18,2020-05-03,USD,RV,1.0,14775.24,2020-04-18,NAH4,1930796642.0,1,2020-05-01
U001,0100001196,DOLLAR systems,,2020.0,1930659609.0,2020-03-17,2020-03-16,2020-03-17,2020-04-01,USD,RV,1.0,4609.79,2020-03-17,NAA8,1930659609.0,1,2020-04-02
U001,200769623,WAL-MAR foundation,,2020.0,1930839274.0,2020-04-30,2020-04-29,2020-04-30,2020-05-15,USD,RV,1.0,8667.76,2020-04-30,NAH4,1930839274.0,1,2020-05-13
U001,0200769623,WAL-MAR trust,,2020.0,1930742867.0,2020-04-03,2020-04-03,2020-04-03,2020-04-18,USD,RV,1.0,8805.45,2020-04-03,NAH4,1930742867.0,1,2020-04-16
U001,0200711029,WEGMAN us,,2020.0,1930716880.0,2020-03-29,2020-03-29,2020-03-29,2020-04-13,USD,RV,1.0,89959.93,2020-03-29,NAA8,1930716880.0,1,2020-04-14
U001,0200769623,WAL-MAR us,,2020.0,1930716476.0,2020-03-29,2020-03-28,2020-03-29,2020-04-13,USD,RV,1.0,27293.16,2020-03-29,NAH4,1930716476.0,1,2020-04-11
U001,0200759878,SA co,,2020.0,1930616771.0,2020-03-08,2020-03-06,2020-03-08,2020-03-23,USD,RV,1.0,28342.66,2020-03-08,NAH4,1930616771.0,1,2020-03-21
U001,0200782772,ASSOC G associates,,2020.0,1930780751.0,2020-04-13,2020-04-13,2020-04-13,2020-04-28,USD,RV,1.0,74487.37,2020-04-13,NAA8,1930780751.0,1,2020-04-29
U001,0200769623,WAL-MAR llc,,2020.0,1930621692.0,2020-03-10,2020-03-08,2020-03-10,2020-03-25,USD,RV,1.0,55263.74,2020-03-10,NAH4,1930621692.0,1,2020-03-23
U001,0200772595,SAFEW foundation,,2020.0,1930582058.0,2020-02-28,2020-02-28,2020-02-28,2020-03-14,USD,RV,1.0,85383.83,2020-02-28,NAA8,1930582058.0,1,2020-03-15
U001,0200744019,TARG co,,2020.0,1930823762.0,2020-04-25,2020-04-24,2020-04-25,2020-05-10,USD,RV,1.0,39122.61,2020-04-25,NAA8,1930823762.0,1,2020-05-11
U001,0200772670,ASSOCIAT trust,,2020.0,1930659644.0,2020-03-17,2020-03-16,2020-03-17,2020-04-01,USD,RV,1.0,1100.0,2020-03-17,NAU5,1930659644.0,1,2020-03-30
U001,0200769623,WAL-MAR in,,2020.0,1930619531.0,2020-03-08,2020-03-07,2020-03-08,2020-03-23,USD,RV,1.0,11304.57,2020-03-08,NAH4,1930619531.0,1,2020-03-21
U001,0200772595,SAFEW llc,,2020.0,1930716545.0,2020-03-28,2020-03-28,2020-03-28,2020-04-12,USD,RV,1.0,68831.68,2020-03-28,NAA8,1930716545.0,1,2020-04-13
U001,0200705742,DOT associates,,2020.0,1930595965.0,2020-03-03,2020-03-03,2020-03-03,2020-03-18,USD,RV,1.0,5223.88,2020-03-03,NAA8,1930595965.0,1,2020-03-19
U001,0200726979,BJ'S  foundation,,2020.0,1930692411.0,2020-03-23,2020-03-24,2020-03-23,2020-04-07,USD,RV,1.0,471.78,2020-03-23,NAA8,1930692411.0,1,2020-04-08
U001,0200769623,WAL-MAR corp,,2020.0,1930622184.0,2020-03-09,2020-03-09,2020-03-09,2020-03-24,USD,RV,1.0,73833.41,2020-03-09,NAH4,1930622184.0,1,2020-03-22
U001,0100005721,GET  corp,,2020.0,1930668398.0,2020-03-20,2020-03-19,2020-03-20,2020-04-04,USD,RV,1.0,43099.06,2020-03-20,NAA8,1930668398.0,1,2020-04-05
CA02,0140104440,SO corporation,,2020.0,2960628008.0,2020-04-09,2020-04-09,2020-04-09,2020-04-29,CAD,RV,1.0,51760.8,2020-04-19,CA10,2960628008.0,1,2020-05-03
CA02,0140104429,COSTCO foundation,,2020.0,2960626790.0,2020-04-06,2020-04-06,2020-04-06,2020-04-25,CAD,RV,1.0,46619.28,2020-04-15,CA10,2960626790.0,1,2020-04-29
U001,0200724999,GILSTE foundation,,2020.0,1930839055.0,2020-04-29,2020-04-29,2020-04-29,2020-05-09,USD,RV,1.0,37305.45,2020-04-29,NA10,1930839055.0,1,2020-05-10
CA02,0140104409,LOB us,,2020.0,2960622215.0,2020-03-18,2020-03-18,2020-03-18,2020-04-06,CAD,RV,1.0,110441.28,2020-03-27,CA10,2960622215.0,1,2020-04-10
U001,0200769623,WAL-MAR trust,,2020.0,1930778210.0,2020-04-11,2020-04-11,2020-04-11,2020-04-26,USD,RV,1.0,35617.27,2020-04-11,NAH4,1930778210.0,1,2020-04-24
U001,0200782669,SYGMA trust,,2020.0,1930809390.0,2020-04-24,2020-04-21,2020-04-24,2020-05-09,USD,RV,1.0,25774.13,2020-04-24,NAA8,1930809390.0,1,2020-05-10
U001,0200726979,BJ'S  in,,2020.0,1930731701.0,2020-04-01,2020-04-01,2020-04-01,2020-04-16,USD,RV,1.0,495.17,2020-04-01,NAA8,1930731701.0,1,2020-04-17
U001,0200769623,WAL-MAR us,,2020.0,1930708722.0,2020-03-28,2020-03-26,2020-03-28,2020-04-12,USD,RV,1.0,59280.42,2020-03-28,NAH4,1930708722.0,1,2020-04-10
U001,0200407025,ALBERT associates,,2020.0,1930646657.0,2020-03-14,2020-03-13,2020-03-14,2020-03-29,USD,RV,1.0,6594.22,2020-03-14,NAA8,1930646657.0,1,2020-03-30
U001,200744019,TARG llc,,2020.0,1930858202.0,2020-05-05,2020-05-04,2020-05-05,2020-05-20,USD,RV,1.0,10818.65,2020-05-05,NAA8,1930858202.0,1,2020-05-21
U001,0200769623,WAL-MAR associates,,2020.0,1930713415.0,2020-03-28,2020-03-27,2020-03-28,2020-04-12,USD,RV,1.0,7260.03,2020-03-28,NAH4,1930713415.0,1,2020-04-10
U001,0200769623,WAL-MAR us,,2020.0,1930695866.0,2020-03-27,2020-03-25,2020-03-27,2020-04-11,USD,RV,1.0,36397.88,2020-03-27,NAH4,1930695866.0,1,2020-04-09
U001,0200920735,ALBERT corporation,,2020.0,1930797053.0,2020-04-21,2020-04-17,2020-04-21,2020-05-06,USD,RV,1.0,97818.09,2020-04-21,NAA8,1930797053.0,1,2020-05-07
U001,0200875006,KROGER associates,,2020.0,1930801640.0,2020-04-19,2020-04-19,2020-04-19,2020-05-04,USD,RV,1.0,12569.25,2020-04-19,NAA8,1930801640.0,1,2020-05-05
U001,0200762301,C&S WH trust,,2020.0,1930793442.0,2020-04-17,2020-04-16,2020-04-17,2020-05-02,USD,RV,1.0,5255.45,2020-04-17,NAC6,1930793442.0,1,2020-05-03
U001,0200726979,BJ'S  ,,2020.0,1930573856.0,2020-02-27,2020-02-26,2020-02-27,2020-03-13,USD,RV,1.0,892.76,2020-02-27,NAA8,1930573856.0,1,2020-03-14
U001,0200772670,ASSOCIAT corp,,2020.0,1930685846.0,2020-03-22,2020-03-22,2020-03-22,2020-04-06,USD,RV,1.0,127229.05,2020-03-22,NAU5,1930685846.0,1,2020-04-04
U001,0200741174,M B  corporation,,2020.0,1930586854.0,2020-03-03,2020-03-02,2020-03-03,2020-03-18,USD,RV,1.0,6072.75,2020-03-03,NAA8,1930586854.0,1,2020-03-19
U001,0200769623,WAL-MAR in,,2020.0,1930852235.0,2020-05-04,2020-05-02,2020-05-04,2020-05-19,USD,RV,1.0,4511.68,2020-05-04,NAH4,1930852235.0,1,2020-05-17
U001,0200357714,US  systems,,2020.0,1930750695.0,2020-04-06,2020-04-06,2020-04-06,2020-04-21,USD,RV,1.0,538.28,2020-04-06,NAA8,1930750695.0,1,2020-04-22
U001,0200792293,UNIFIE ,,2020.0,1930642638.0,2020-03-12,2020-03-12,2020-03-12,2020-03-27,USD,RV,1.0,166617.28,2020-03-12,NAA8,1930642638.0,1,2020-03-28
U001,0200875006,KROGER llc,,2020.0,1930857700.0,2020-05-04,2020-05-04,2020-05-04,2020-05-19,USD,RV,1.0,59190.63,2020-05-04,NAA8,1930857700.0,1,2020-05-20
CA02,0140104440,SO us,,2020.0,2960617761.0,2020-02-29,2020-02-29,2020-02-29,2020-03-13,CAD,RV,1.0,168971.27,2020-03-03,CA10,2960617761.0,1,2020-03-17
U001,0200706844,WINC foundation,,2020.0,1930655746.0,2020-03-17,2020-03-16,2020-03-17,2020-04-01,USD,RV,1.0,18130.96,2020-03-17,NAA8,1930655746.0,1,2020-04-02
CA02,0140106408,WAL-M corporation,,2020.0,2960620401.0,2020-03-11,2020-03-11,2020-03-11,2020-03-21,CAD,RV,1.0,63029.92,2020-03-11,CA10,2960620401.0,1,2020-04-01
U001,0200769623,WAL-MAR co,,2020.0,1930794730.0,2020-04-17,2020-04-16,2020-04-17,2020-05-02,USD,RV,1.0,41663.97,2020-04-17,NAH4,1930794730.0,1,2020-04-30
U001,0200726979,BJ'S  us,,2020.0,1930580061.0,2020-03-02,2020-03-01,2020-03-02,2020-03-17,USD,RV,1.0,171.92,2020-03-02,NAA8,1930580061.0,1,2020-03-18
U001,0200706844,WINC in,,2020.0,1930835884.0,2020-04-29,2020-04-29,2020-04-29,2020-05-14,USD,RV,1.0,3592.12,2020-04-29,NAA8,1930835884.0,1,2020-05-15
U001,0200793568,SUPE in,,2020.0,1930666925.0,2020-03-20,2020-03-18,2020-03-20,2020-04-04,USD,RV,1.0,897.04,2020-03-20,NAA8,1930666925.0,1,2020-04-05
U001,0200769623,WAL-MAR in,,2020.0,1930687923.0,2020-03-23,2020-03-23,2020-03-23,2020-04-07,USD,RV,1.0,42616.71,2020-03-23,NAH4,1930687923.0,1,2020-04-05
U001,0200772670,ASSOCIAT llc,,2020.0,1930787583.0,2020-04-14,2020-04-14,2020-04-14,2020-04-29,USD,RV,1.0,84180.24,2020-04-14,NAU5,1930787583.0,1,2020-04-27
U001,0100030014,BASIX  us,,2020.0,1930823227.0,2020-04-24,2020-04-24,2020-04-24,2020-05-14,USD,RV,1.0,79959.0,2020-04-24,NAD1,1930823227.0,1,2020-05-15
U001,CCCA02,KRAFT  systems,,2020.0,1930707428.0,2020-03-27,2020-03-26,2020-03-27,2020-05-01,USD,RV,1.0,7642.56,2020-03-27,NAG2,1930707428.0,1,2020-05-05
U001,0200769623,WAL-MAR co,,2020.0,1930749604.0,2020-04-05,2020-04-04,2020-04-05,2020-04-20,USD,RV,1.0,24855.37,2020-04-05,NAH4,1930749604.0,1,2020-04-18
U001,200769623,WAL-MAR systems,,2020.0,1930891806.0,2020-05-12,2020-05-11,2020-05-12,2020-05-27,USD,RV,1.0,56291.15,2020-05-12,NAH4,1930891806.0,1,2020-05-25
U001,0200726979,BJ'S  foundation,,2020.0,1930599793.0,2020-03-05,2020-03-04,2020-03-05,2020-03-20,USD,RV,1.0,414.71,2020-03-05,NAA8,1930599793.0,1,2020-03-21
U001,0200769623,WAL-MAR ,,2020.0,1930718869.0,2020-04-01,2020-03-30,2020-04-01,2020-04-16,USD,RV,1.0,19620.22,2020-04-01,NAH4,1930718869.0,1,2020-04-14
U001,0200148860,DOLLA llc,,2020.0,1930653369.0,2020-03-16,2020-03-15,2020-03-16,2020-03-31,USD,RV,1.0,14113.11,2020-03-16,NAA8,1930653369.0,1,2020-04-01
U001,0200750051,ALBER in,,2020.0,1930665730.0,2020-03-17,2020-03-18,2020-03-17,2020-04-01,USD,RV,1.0,64450.95,2020-03-17,NAA8,1930665730.0,1,2020-04-02
U001,0200974851,RESTA trust,,2020.0,1930738240.0,2020-04-03,2020-04-02,2020-04-03,2020-04-18,USD,RV,1.0,8795.99,2020-04-03,NAA8,1930738240.0,1,2020-04-19
U001,0200769623,WAL-MAR co,,2020.0,1930731792.0,2020-04-03,2020-04-02,2020-04-03,2020-04-18,USD,RV,1.0,2322.34,2020-04-03,NAH4,1930731792.0,1,2020-04-16
U001,0200762301,C&S WH corporation,,2020.0,1930779602.0,2020-04-13,2020-04-12,2020-04-13,2020-04-28,USD,RV,1.0,54967.15,2020-04-13,NAC6,1930779602.0,1,2020-04-29
U001,0200759878,SA co,,2020.0,1930594070.0,2020-03-05,2020-03-03,2020-03-05,2020-03-20,USD,RV,1.0,25738.98,2020-03-05,NAH4,1930594070.0,1,2020-03-18
U001,0200762301,C&S WH associates,,2020.0,1930581189.0,2020-02-29,2020-02-28,2020-02-29,2020-03-15,USD,RV,1.0,4781.64,2020-02-29,NAC6,1930581189.0,1,2020-03-16
U001,0200704045,RA systems,,2020.0,1930765687.0,2020-04-10,2020-04-08,2020-04-10,2020-04-25,USD,RV,1.0,39869.37,2020-04-10,NAA8,1930765687.0,1,2020-04-26
U001,0200486270,BAR llc,,2020.0,1930764076.0,2020-04-14,2020-04-08,2020-04-14,2020-04-29,USD,RV,1.0,5674.16,2020-04-14,NAA8,1930764076.0,1,2020-04-30
CA02,0100030194,AMAZO trust,,2020.0,2960627291.0,2020-04-09,2020-04-09,2020-04-09,2020-04-23,CAD,RV,1.0,3529.84,2020-04-13,CA10,2960627291.0,1,2020-04-27
U001,0100032505,KEHE systems,,2020.0,1930739825.0,2020-04-07,2020-04-03,2020-04-07,2020-04-22,USD,RV,1.0,3542.5,2020-04-07,NAA8,1930739825.0,1,2020-04-23
U001,0200936373,SUPE llc,,2020.0,1930743220.0,2020-04-05,2020-04-03,2020-04-05,2020-04-20,USD,RV,1.0,100706.69,2020-04-05,NAA8,1930743220.0,1,2020-04-21
U001,0200769623,WAL-MAR systems,,2020.0,1930716835.0,2020-03-29,2020-03-29,2020-03-29,2020-04-13,USD,RV,1.0,9773.97,2020-03-29,NAH4,1930716835.0,1,2020-04-11
U001,200726979,BJ'S  associates,,2020.0,1930659204.0,2020-03-17,2020-03-16,2020-03-17,2020-04-01,USD,RV,1.0,363.44,2020-03-17,NAA8,1930659204.0,1,2020-04-02
U001,0200769623,WAL-MAR co,,2020.0,1930808384.0,2020-04-21,2020-04-21,2020-04-21,2020-05-06,USD,RV,1.0,35015.99,2020-04-21,NAH4,1930808384.0,1,2020-05-04
U001,0200759878,SA foundation,,2020.0,1930594156.0,2020-03-05,2020-03-03,2020-03-05,2020-03-20,USD,RV,1.0,13789.98,2020-03-05,NAH4,1930594156.0,1,2020-03-18
U001,0200078120,CLOFIN foundation,,2020.0,1930709382.0,2020-03-27,2020-03-27,2020-03-27,2020-05-02,USD,RV,1.0,187921.08,2020-03-27,NA39,1930709382.0,1,2020-08-30
U001,0200418007,AM us,,2020.0,1930772917.0,2020-04-14,2020-04-10,2020-04-14,2020-06-18,USD,RV,1.0,6183.36,2020-04-14,NAGD,1930772917.0,1,2020-05-17
U001,0200936373,SUPE us,,2020.0,1930751326.0,2020-04-07,2020-04-05,2020-04-07,2020-04-22,USD,RV,1.0,11179.88,2020-04-07,NAA8,1930751326.0,1,2020-04-23
U001,0200040366,RASTEL in,,2020.0,1930808461.0,2020-04-24,2020-04-21,2020-04-24,2020-05-09,USD,RV,1.0,8012.01,2020-04-24,NAA8,1930808461.0,1,2020-05-10
U001,0200771157,WEIS systems,,2020.0,1930578033.0,2020-02-28,2020-02-27,2020-02-28,2020-03-14,USD,RV,1.0,49662.2,2020-02-28,NAA8,1930578033.0,1,2020-03-15
CA02,0140105686,SYSC associates,,2020.0,2960619162.0,2020-03-10,2020-03-10,2020-03-10,2020-03-21,CAD,RV,1.0,29053.05,2020-03-11,CA10,2960619162.0,1,2020-03-25
U001,0200742521,GLA associates,,2020.0,1930793529.0,2020-04-16,2020-04-16,2020-04-16,2020-05-01,USD,RV,1.0,24125.36,2020-04-16,NAA8,1930793529.0,1,2020-05-02
CA02,0100015818,MET foundation,,2020.0,2960632287.0,2020-05-03,2020-05-03,2020-05-03,2020-05-15,CAD,RV,1.0,51082.21,2020-05-05,CA10,2960632287.0,1,2020-05-19
U001,0200769623,WAL-MAR co,,2020.0,1930618574.0,2020-03-09,2020-03-07,2020-03-09,2020-03-24,USD,RV,1.0,70857.72,2020-03-09,NAH4,1930618574.0,1,2020-03-22
U001,0200769623,WAL-MAR trust,,2020.0,1930724793.0,2020-03-31,2020-03-31,2020-03-31,2020-04-15,USD,RV,1.0,44328.18,2020-03-31,NAH4,1930724793.0,1,2020-04-13
U001,0200769623,WAL-MAR ,,2020.0,1930851075.0,2020-05-03,2020-05-02,2020-05-03,2020-05-18,USD,RV,1.0,5318.29,2020-05-03,NAH4,1930851075.0,1,2020-05-16
U001,0200290370,BARGAIN  corporation,,2020.0,1930773832.0,2020-04-13,2020-04-10,2020-04-13,2020-04-28,USD,RV,1.0,20533.94,2020-04-13,NAA8,1930773832.0,1,2020-04-29
U001,0200684768,TOTA associates,,2020.0,1930645883.0,2020-03-12,2020-03-12,2020-03-12,2020-04-11,USD,RV,1.0,21928.86,2020-03-12,NAD5,1930645883.0,1,2020-04-20
U001,0200769623,WAL-MAR foundation,,2020.0,1930611190.0,2020-03-07,2020-03-06,2020-03-07,2020-03-22,USD,RV,1.0,1441.31,2020-03-07,NAH4,1930611190.0,1,2020-03-20
U001,0200769623,WAL-MAR corporation,,2020.0,1930819599.0,2020-04-25,2020-04-23,2020-04-25,2020-05-10,USD,RV,1.0,3270.04,2020-04-25,NAH4,1930819599.0,1,2020-05-08
CA02,140106408,WAL-M corporation,,2020.0,2960629068.0,2020-04-19,2020-04-19,2020-04-19,2020-04-30,CAD,RV,1.0,13824.06,2020-04-20,CA10,2960629068.0,1,2020-05-11
U001,0200353024,DECA ,,2020.0,1930758111.0,2020-04-07,2020-04-07,2020-04-07,2020-04-24,USD,RV,1.0,1227.6,2020-04-01,NAM4,1930758111.0,1,2020-04-22
U001,0200407025,ALBERT us,,2020.0,1930806466.0,2020-04-22,2020-04-21,2020-04-22,2020-05-07,USD,RV,1.0,55075.21,2020-04-22,NAA8,1930806466.0,1,2020-05-08
U001,0200769623,WAL-MAR corporation,,2020.0,1930655628.0,2020-03-18,2020-03-16,2020-03-18,2020-04-02,USD,RV,1.0,20848.81,2020-03-18,NAH4,1930655628.0,1,2020-03-31
U001,0200769623,WAL-MAR associates,,2020.0,1930720015.0,2020-03-31,2020-03-30,2020-03-31,2020-04-15,USD,RV,1.0,13265.89,2020-03-31,NAH4,1930720015.0,1,2020-04-13
